연번,도로명주소,지번주소,위도,경도,건물명,구 명칭,전화번호,유형,개방시간,소재지 용도,화장실 현황,장애인화장실 현황,편의시설 (기타설비),안내표지,소재지,비고
2007,서울특별시 노원구 덕릉로94가길 54,서울특별시 노원구 상계동 1275-3,127.0789799,37.66458749,허브공원,노원구,02-2116-3966,공중,상시,공원, , , , , , 
2008,서울특별시 노원구 덕릉로112길 100,서울특별시 노원구 상계동 산 164-9,127.0834708,37.66715599,넓은마당,노원구,02-2116-3966,공중,상시,공원, , , , , , 
2009, ,서울특별시 노원구 상계동  114,127.0767516,37.66900161,당고개공원,노원구,02-2116-3966,공중,상시,공원, , , , , , 
2010,서울특별시 노원구 동일로242길 128,서울특별시 노원구 상계동 산 62-1,127.0627605,37.67647703,노원골,노원구,02-2116-3966,공중,상시,공원, , , , , , 
2011, ,서울특별시 노원구 하계동  273-3,127.0689831,37.63218623,하계어린이공원,노원구,02-2116-3942,공중,상시,공원, , , , , , 
2012,서울특별시 노원구 동일로203길 87,서울특별시 노원구 하계동 271-2,127.0633028,37.637061,중평어린이공원,노원구,02-2116-3942,공중,상시,공원, , , , , , 
2013,서울특별시 노원구 공릉로59가길 28,서울특별시 노원구 하계동 155-1,127.0712647,37.63486032,해바라기어린이공원,노원구,02-2116-3942,공중,상시,공원, , , , , , 
2014,서울특별시 노원구 공릉로55길 138,서울특별시 노원구 하계동 272-3,127.0656025,37.631882,중현어린이공원,노원구,02-2116-3942,공중,상시,공원, , , , , , 
2015,서울특별시 노원구 마들로5가길 113,서울특별시 노원구 월계동 산 63-1,127.0512301,37.63854454,초안산근린공원,노원구,02-2116-3946,공중,상시,공원, , , , , , 
2016,서울특별시 노원구 덕릉로94길 73,서울특별시 노원구 중계동 산 26,127.0794367,37.66196736,불암산,노원구,02-2116-3966,공중,상시,공원, , , , , , 
2017,"서울특별시 노원구 노원로16길 15, 904동 (하계동, 중계주공9단지아파트)",서울특별시 노원구 하계동 266,127.0723586,37.64243551,국화어린이공원,노원구,02-2116-3942,공중,상시,공원, , , , , , 
2018,"서울특별시 노원구 초안산로1길 18, 202동 (월계동, 월계주공2단지아파트)",서울특별시 노원구 월계동 557,127.0532369,37.62807961,연지어린이공원,노원구,02-2116-3944,공중,상시,공원, , , , , , 
2019,서울특별시 노원구 덕릉로145길 57-5,서울특별시 노원구 상계동  산 155-1,127.0872314,37.68340783,수락산 유아숲체험장,노원구,02-2116-3943,공중,상시,공원, , , , , , 
2020, ,서울특별시 노원구 상계동  114,127.0767516,37.66900161,동막골,노원구,02-2116-3966,공중,상시,공원, , , , , , 
2021,서울특별시 노원구 섬밭로 88,서울특별시 노원구 공릉동 404-8,127.0705507,37.62431757,한천가로공원,노원구,02-2116-3960,공중,상시,공원, , , , , , 
2022,서울특별시 은평구 은평로21길 54,서울특별시 은평구 녹번동 85-4,126.9283547,37.60391345,은평문화예술회관,은평구,02-350-5114,공공개방,"정시(09:00~18:00, 평일만)",공용시설,공용3,손건조기15, , , , 
2023,서울특별시 양천구 가로공원로 168,서울특별시 양천구 신월동 89-1,126.834565,37.5365636,화곡7치안센터,양천구,02-2600-4073,공공개방,정시(09:00~18:00),공공청사, , , , , , 
2024,서울특별시 강서구 화곡로 308,서울특별시 강서구 화곡동 980-30,126.8499953,37.55127484,강서경찰서,강서구,02-2600-4073,공공개방,정시(09:00~18:00),공공청사, , , , , , 
2025,서울특별시 강서구 허준로 9,서울특별시 강서구 가양동 1459-1,126.8442445,37.57182735,나들이,강서구,02-2600-4073,공중,상시,공원, , , , , , 
2026,서울특별시 강서구 화곡로42나길 14,서울특별시 강서구 화곡동 24-68,126.8465022,37.547021,본동치안센터,강서구,02-2600-4073,공공개방,정시(09:00~18:00),공공청사, , , , , , 
2027,서울특별시 강서구 양천로27길 279-23,서울특별시 강서구 방화동 47,126.8169825,37.58603016,강서안내센터,강서구,02-2600-4073,공공개방,정시(09:00~18:00),공용시설,"남1,여1", , , , , 
2028,서울특별시 강서구 허준로 64,서울특별시 강서구 가양동 1465,126.848679,37.56867825,아름,강서구,02-2600-4073,공중,상시,공원, , , , , , 
2029,서울특별시 강서구 허준로5길 15,서울특별시 강서구 가양동 1468,126.8503279,37.56989415,공암나루,강서구,02-2600-4073,공중,상시,공원, , , , , , 
2030,서울특별시 강서구 우장산로 70,서울특별시 강서구 내발산동 산 19-1,126.8416179,37.55195727,우장산 어울림,강서구,02-2600-4073,공중,상시,공원,"남1,여1", , , , , 
2031,서울특별시 강서구 금낭화로26가길 63,서울특별시 강서구 방화동 산 135-3,126.8138426,37.58218006,꿩고개,강서구,02-2600-4073,공중,상시,공원,"남2,여1", , , , , 
2187,서울특별시 중구 퇴계로50길 53-8,서울특별시 중구 묵정동 22-35,127.0011922,37.56000618,장충공영주차장,중구,02-2280-8384, , , , , , , , , 
2188,서울특별시 중구 필동로 55,서울특별시 중구 필동3가 62-12,126.9958942,37.556607,필동공영주차장,중구,02-2280-8384, , , , , , , , , 
2189,서울특별시 중구 동호로 241,서울특별시 중구 장충동2가 200-102,127.0067721,37.55816383,장충체육관,중구,02-2128-2836, , , , , , , , , 
2190,서울특별시 중구 동호로33길 25-1,서울특별시 중구 오장동 145-13,127.000755,37.56528285,신중부시장,중구,02-2273-0006, ,상시, ,"남 : 양변기 2, 소변기 2 여 : 양변기 2", , , , , 
2191,서울특별시 중구 을지로 157,서울특별시 중구 산림동 207-3,126.9954389,37.56713844,대림상가(2층),중구,02-2278-5191%7E3,민간개방1,정시,상가(전통시장),"남 : 양변기 4, 소변기 5 여 : 양변기 2", , , , , 
2192,서울특별시 중구 남대문시장길 16-4,서울특별시 중구 남창동 34-65,126.9768424,37.55990152,본동상가,중구, ,민간개방1,정시,상가(전통시장), , , , , , 
2193,서울특별시 중구 소월로 3,서울특별시 중구 남창동 51-1,126.976191,37.55936836,숭례문 수입상가,중구,02-779-2951, ,6:30~19:00, ,"남 : 양변기 4, 소변기 4 여 : 양변기 4", , , , , 
2194,서울특별시 중구 청구로17길 29-12,서울특별시 중구 신당동 386-65,127.0119878,37.55961865,새싹마을마당,중구,02-2280-8390,공중,상시,공원,"남 : 양변기 1(장애인 1), 소변기 2 여 : 양변기 1(장애인 1)", , , , , 
2195,서울특별시 중구 수표로 27,서울특별시 중구 저동2가 62-1,126.9896308,37.56349456,중부경찰서 민원실,중구,02-2273-4400, , , , , , , , , 
2196,서울특별시 중구 퇴계로34길 28,서울특별시 중구 필동2가 84-1,126.9936805,37.55905933,남산골한옥마을 정문화장실,중구,02-2264-4412, , , , , , , , , 
2197,서울특별시 중구 퇴계로34길 28,서울특별시 중구 필동2가 84-1,126.9937283,37.55909785,남산골한옥마을 중앙화장실,중구,02-2264-4412, , , , , , , , , 
2198,서울특별시 중구 을지로39길 40,서울특별시 중구 을지로6가 18-14,127.005593,37.56846919,중구구민회관 공영주차장,중구,02-2280-8384, , , , , , , , , 
2199,서울특별시 중구 동호로17길 201,서울특별시 중구 신당동 432-2026,127.0048102,37.55051217,성곽공영주차장,중구,02-2280-8384, , , , , , , , , 
2200,서울특별시 중구 동호로17길 173,서울특별시 중구 신당동 432-1558,127.0044249,37.55164794,다산아트공영주차장,중구,02-2280-8384, , , , , , , , , 
2201,서울특별시 중구 다산로44길 67,서울특별시 중구 신당동 140-29,127.0207669,37.56536465,신당역공영주차장,중구,02-2280-8384, , , , , , , , , 
2202,서울특별시 중구 충무로 19-1,서울특별시 중구 충무로3가 30-13,126.9928067,37.56308407,진고개,중구,02-2267-0955,민간개방1,11:00~21:30,민간,"남 : 양변기 1, 소변기 2 여 : 양변기 1", , , , , 
2203,서울특별시 중구 퇴계로 286,서울특별시 중구 쌍림동 151-11,127.0035791,37.56307128,쌍림빌딩,중구,02-2275-2122,민간개방1,정시,빌딩,"1층 남 : 양변기 2, 소변기 2 3층 여 : 양변기 2", , , , , 
2204,서울특별시 중구 삼일대로 363,서울특별시 중구 장교동 1,126.9870207,37.56716889,장교빌딩,중구,02-778-4611,민간개방1,정시,빌딩,"남 : 양변기 2, 소변기 2 여 : 양변기 3", , , , , 
2205,서울특별시 중구 장충단로13길 20,서울특별시 중구 을지로6가 17-2,127.0076519,37.56872739,평화시장-2동,중구,02-2272-9935,민간개방1,상시,상가(재래시장),"3층 남 : 양변기 3, 소변기 3 2층 여 : 양변기 5", , , , , 
2206,서울특별시 중구 장충단로13길 20,서울특별시 중구 을지로6가 17-2,127.0076519,37.56872739,평화시장-1동,중구,02-2272-9935,민간개방1,상시,상가(재래시장),"2층 남 : 양변기 1, 소변기 3 여 : 양변기 3", , , , , 
2207,서울특별시 중구 마장로1길 21,서울특별시 중구 신당동 777,127.0119017,37.56866672,광희시장,중구,02-2238-4352,민간개방1,20:00~5:00,상가(재래시장),"남 : 양변기 1, 소변기 1 여 : 양변기 5(장애인 1)",여 1, , , , 
2208,서울특별시 중구 마장로 13,서울특별시 중구 신당동 775,127.0113882,37.568508,제일평화㈜,중구,02-2252-6744,민간개방1,평일20:00~12:00,상가(재래시장),"2층 남 : 양변기 1, 소변기 1 여 : 양변기 7",손건조기2, , , , 
2209,서울특별시 중구 청계천로 318,서울특별시 중구 신당동 217-92,127.0137812,37.56935074,동평화상가,중구,02-2238-7791,민간개방1,9:00~18:00,상가(재래시장),"남 : 양변기 1, 소변기 4 여 : 양변기 3", , , , , 
2210,서울특별시 중구 청계천로 334,서울특별시 중구 신당동 217-91,127.0149223,37.56945991,청평화상가,중구,02-2252-8036,민간개방1,정시,상가(재래시장),"2층 남 : 양변기 4, 소변기 3 여 : 양변기 8", , , , , 
2211,서울특별시 중구 마장로1길 28,서울특별시 중구 신당동 213-67,127.0128133,37.56918657,아트프라자,중구,02-2232-2000,민간개방1,20:00~5:00,상가(재래시장),"2층 남 : 양변기 1, 소변기 1 1층 여 : 양변기 7(장애인 1)",여 1, , , , 
2212,서울특별시 중구 다동길 43,서울특별시 중구 다동 70,126.9815958,37.56821478,한외빌딩,중구,02-756-4533,민간개방1,정시,빌딩,"남 : 양변기 2(장애인 1), 소변기 3 여 : 양변기 2(장애인 1)","남 1, 여 1", , , , 
2213,서울특별시 중구 다산로14길 50,서울특별시 중구 신당동 842-1,127.0137957,37.5556145,청구어린이공원(1층),중구,02-2280-8390,공중,상시,공원,"남 : 양변기 2(어린이용 1), 소변기 1 여 : 양변기 3(장애인 1, 어린이용 1)",여 1, , , , 
2214,서울특별시 광진구 군자로5길 15-4,서울특별시 광진구 화양동 15-86,127.0700512,37.5449567,한아름공원 공중화장실,광진구,02-450-1375,공중,상시(연중 개방),공원,"남1, 여1", , , , , 
2215,서울특별시 광진구 동일로 431,서울특별시 광진구 중곡동 186-17,127.0785979,37.569096,중랑천제방2 공중화장실,광진구,02-450-1375,공중,상시(연중 개방),공원,"남1,여1", , , , , 
2216,서울특별시 광진구 아차산로70길 17-47,서울특별시 광진구 광장동 561-12,127.1029381,37.5403799,광남중학교입구 공중화장실,광진구,02-450-1375,공중,상시(연중 개방),화장실,"남1, 여1", , , , , 
2217,서울특별시 성동구 독서당로 168,서울특별시 성동구 옥수동 450-1,127.0113797,37.54098562,옥수주유소,성동구,02-2286-5526,공중,06:00-24:00,주유소및충전소, , , , , , 
2218,서울특별시 성동구 무학로10길 21,서울특별시 성동구 홍익동 234,127.0337019,37.56598886,왕십리천주교회,성동구,02-2286-5526,민간개방1,상시,종교시설, , , , , , 
2219,서울특별시 성동구 동일로 41,서울특별시 성동구 성수동2가 235-1,127.0605611,37.53692674,이영빌딩,성동구,02-2286-5526,민간개방1,상시,빌딩, , , , , , 
2220,서울특별시 성동구 독서당로 160,서울특별시 성동구 옥수동 220-1,127.0117236,37.54023,한남하이츠상가,성동구,02-2286-5526,민간개방1,07:00-21:00,빌딩, , , , , , 
2221,서울특별시 성동구 고산자로 273,서울특별시 성동구 도선동 4-2,127.035873,37.56412631,아이콘주유소,성동구,02-2286-5526,공중,06:00-24:00,주유소및충전소, , , , , , 
2222,서울특별시 성동구 동일로 129,서울특별시 성동구 성수동2가 19-1,127.0646289,37.54410999,효진주유소,성동구,02-2286-5526,공중,상시,주유소및충전소, , , , , , 
2223,서울특별시 성동구 마장로 137,서울특별시 성동구 상왕십리동 811,127.0256972,37.5684221,텐즈힐상가(214동),성동구,02-2286-5526,민간개방1,07:00-23:00,빌딩, , , , , , 
2224,서울특별시 성동구 성수일로4길 25,서울특별시 성동구 성수동2가 308-4,127.0518488,37.5425,서울숲코오롱디지털타워,성동구,02-2286-5526,민간개방1,00:00~24:00,빌딩,1, , , , , 
2071,서울특별시 중구 퇴계로85길 36,서울특별시 중구 황학동 442,127.0197462,37.5673746,황학중앙시장,중구,02-2232-9559,민간개방,7:00~22:00,시장(상가),"남 : 양변기 2(장애인 1), 소변기 4 여 : 양변기 6(장애인 1)","남 1, 여 1", , , , 
2072,서울특별시 중구 남대문시장8길 7,서울특별시 중구 남창동 5,126.9787734,37.55994436,삼익패션타운,중구, ,민간개방,정시,상가(시장), , , , , , 
2073,서울특별시 종로구 청계천로 229,서울특별시 종로구 종로5가 314-7,127.0030126,37.57012667,한일빌딩,종로구,02-2266-3242,민간개방1,정시(08:00-19:00),빌딩, , , , , , 
2074,서울특별시 종로구 낙산성곽동길 26,서울특별시 종로구 창신동 640-242,127.009312,37.5748343,성터교회,종로구,02-763-3679,민간개방1,"정시(07:00-18:00), 일요일폐쇄",교회, , , , , , 
2075,"서울특별시 종로구 종로 266, C동 (종로6가, 동대문종합시장)",서울특별시 종로구 종로6가 298-2,127.0081889,37.57056863,동대문종합시장 D동상가 2층,종로구,02-2276-0517,민간개방1,정시(07:00-20:00)일요일폐쇄,상가(재래시장), , , , , , 
2076,서울특별시 중구 수표로 34,서울특별시 중구 저동2가 24-1,126.9903451,37.56437239,씨티센터 타워빌딩,중구,02-369-6600,민간개방,정시,빌딩,"남 : 양변기 1, 소변기 2 여 : 양변기 2 공용 : 장애인용 1",공용, , , , 
2077,서울특별시 중구 동호로17길 270,서울특별시 중구 신당동 432-2277,127.0063169,37.54907632,버티공영주차장,중구,02-2280-8384, , , , , , , , , 
2078,서울특별시 중구 동호로12길 29,서울특별시 중구 신당동 425-1,127.0110345,37.55649378,문화공영주차장,중구,02-2280-8384, , , , , , , , , 
2079,서울특별시 중구 손기정로 101,서울특별시 중구 만리동2가 6-1,126.9648181,37.55556212,손기정체육공원 공영주차장,중구,02-2280-8384, , , , , , , , , 
2080,서울특별시 중구 을지로 221,서울특별시 중구 을지로5가 38-6,127.0029652,37.56709149,훈련원공원 공영주차장,중구,02-3405-4596, , , , , , , , , 
2081,서울특별시 중구 퇴계로20길 24,서울특별시 중구 남산동2가 30-3,126.9856235,37.5592352,남산동공영주차장,중구,02-2280-8384, , , , , , , , , 
2082,서울특별시 중구 소파로 138,서울특별시 중구 예장동 8-19,126.9883374,37.5589056,남산예술센터,중구,02-758-2110, , , , , , , , , 
2083,서울특별시 중구 창경궁로5다길 22,서울특별시 중구 산림동 82-5,126.9966159,37.56786904,반석교회,중구,02-2267-4679,민간개방,상시,종교단체,"남 : 양변기 2, 소변기 2 여 : 양변기 2", , , , , 
2084,서울특별시 중구 퇴계로 72,서울특별시 중구 회현동1가 206,126.9805687,37.55913307,SK리더스뷰남산,중구,070-7644-5316, ,상시, , ,"남 : 양변기 2, 소변기 3 여 : 양변기 5", , , , 
2085,서울특별시 중구 다산로48길 33,서울특별시 중구 황학동 755,127.0181243,37.5675622,황학어린이공원(황학동 공중화장실),중구,02-2280-8390, ,상시, ,"남 : 양변기 4(장애인 1, 어린이용 1), 소변기 3 여 : 양변기 5(장애인 1, 어린이용 1)","남 1, 여 1", , , ,02-3396-5474
2086,서울특별시 중구 남대문시장4길 28-18,서울특별시 중구 남창동 51-1,126.9762247,37.55900572,남대문시장 공중화장실(1층),중구,02-2280-8390, , , , , , , , , 
2087,서울특별시 성동구 왕십리로 222,서울특별시 성동구 사근동 102-13,127.0425657,37.5588605,한양대학교병원,성동구,02-2286-5526,공공개방,상시,병원,"남7,여8(별도장애인실)","비상벨, 손건조기", , , , 
2088,서울특별시 성동구 독서당로 211,서울특별시 성동구 옥수동 561,127.0147588,37.5439285,옥수리버젠상가,성동구,02-2286-5526,민간개방1,상시,빌딩,여2, , , , , 
2089,서울특별시 성동구 천호대로 316,서울특별시 성동구 용답동 1-4,127.0548126,37.56470771,순복음교회 성동성전,성동구,02-2286-5526,민간개방1,04:00-22:00,종교시설, , , , , , 
2090,서울특별시 성동구 왕십리로 321-1,서울특별시 성동구 행당동 287-1,127.0335843,37.56217298,맥도날드(행당동),성동구,02-2286-5526,민간개방,상시,상가(시장), , , , , , 
2091,서울특별시 성동구 왕십리로 357,서울특별시 성동구 하왕십리동 946-12,127.030199,37.56382324,리빠똥호프1,성동구,02-2286-5526,민간개방1,상시,음식점, , , , , , 
2092,서울특별시 성동구 광나루로 254,서울특별시 성동구 성수동2가 289-2,127.0578946,37.54857149,동일주유소,성동구,02-2286-5526,공중,06:00-23:00,주유소및충전소, , , , , , 
2093,서울특별시 성동구 광나루로 144,서울특별시 성동구 성수동1가 656-882,127.0464429,37.55130426,동부주유소,성동구,02-2286-5526,공중,상시,주유소및충전소, , , , , , 
2094,서울특별시 성동구 광나루로 200,서울특별시 성동구 성수동2가 284-108,127.0524048,37.55042432,동부가스충전소,성동구,02-2286-5526,공중,상시,주유소및충전소, ,손건조기2, , , , 
2095,서울특별시 성동구 동일로 287,서울특별시 성동구 송정동 97-2,127.0720799,37.5571033,돈까스클럽(군자점),성동구,02-2286-5526,민간개방1,09:00-22:00,음식점, , , , , , 
2096,서울특별시 성동구 마장로 207,서울특별시 성동구 홍익동 102,127.0327921,37.56670239,시립장애인치과병원,성동구,02-2286-5526,공공개방,09:00-17:30,병원, , , , , , 
2097,서울특별시 성동구 고산자로 356,서울특별시 성동구 마장동 523-1,127.0384097,37.57141614,대한적십자사 서울지사,성동구,02-2286-5526,공공개방,07:00~21:00,공공청사,"남1,여1", , , , , 
2098,서울특별시 성동구 한림말길 16-5,서울특별시 성동구 옥수동 204-8,127.0127395,37.54046191,옥수종합사회복지관,성동구,02-2286-5526,공공개방,09:00-18:00,공공청사, ,비상벨1, , , , 
2099,서울특별시 성동구 마조로 77,서울특별시 성동구 마장동 798-1,127.041479,37.56485967,성동노인종합복지관,성동구,02-2286-5526,공공개방,09:00-18:00,공공청사, ,손건조기, , , , 
2100,서울특별시 성동구 마장로25길 22,서울특별시 성동구 마장동 533-24,127.0334667,37.56794306,한국전력공사 성동지점,성동구,02-2286-5526,공공개방,09:00-18:00,공공청사,남1, , , , , 
2101,서울특별시 성동구 청계천로 506,서울특별시 성동구 마장동 527-2,127.0334149,37.57018728,성동종합사회복지관,성동구,02-2286-5526,공공개방,상시,공공청사, ,손건조기, , , , 
2102,서울특별시 성동구 왕십리로 340,서울특별시 성동구 도선동 285-1,127.0320939,37.56352638,교보생명,성동구,02-2286-5526,민간개방1,07:00-21:00,빌딩, ,손건조기2, , , , 
2103,서울특별시 성동구 성수이로 32-15,서울특별시 성동구 성수동2가 335-16,127.0548148,37.53779286,뚝도시장 1번,성동구,02-2286-5526,민간개방1,상시,상가(재래시장), ,손건조기2, , , , 
2104,서울특별시 성동구 용답1길 7-10,서울특별시 성동구 용답동 122-4,127.0489484,37.56880306,명문갈비,성동구,02-2286-5526,민간개방1,09:00-17:00,음식점, , , , , , 
2105,서울특별시 성동구 마장로 311,서울특별시 성동구 마장동 771-6,127.0437039,37.56701025,신원주유소,성동구,02-2286-5526,공중,05:00-24:00,주유소및충전소, ,손건조기2, , , , 
2106,서울특별시 광진구 아차산로25길 27,서울특별시 광진구 화양동 45-3,127.0669968,37.54265569,햇님공원 공중화장실,광진구,02-450-1375,공중,상시(연중 개방),공원,"남1, 여1",장애인1, , , , 
2107,서울특별시 광진구 능동로13길 115,서울특별시 광진구 화양동 31-3,127.0676994,37.54643493,가중나무공원 공중화장실,광진구,02-450-1375,공중,상시(연중 개방),공원,"남1, 여1", , , , , 
2108,서울특별시 광진구 영화사로7길 25,서울특별시 광진구 중곡동 100-16,127.0921157,37.5567409,해오름공원 공중화장실,광진구,02-450-1375,공중,상시(연중 개방),공원,"남1, 여1",장애인1, , , , 
2109,서울특별시 광진구 자양로13길 41,서울특별시 광진구 자양동 630,127.0821821,37.534184,자마장공원 공중화장실,광진구,02-450-1375,공중,상시(연중 개방),공원,"남1, 여1","남1, 여1", , , , 
2110,서울특별시 광진구 광나루로 453,서울특별시 광진구 능동 18-11,127.079721,37.54554543,어린이회관입구 공중화장실,광진구,02-450-1375,공중,상시(연중 개방),공원,"남1,여1","남1, 여1", , , , 
2111,서울특별시 광진구 천호대로 662,서울특별시 광진구 능동 18,127.0885858,37.5515549,어린이대공원후문 공중화장실,광진구,02-450-1375,공중,상시(연중 개방),공원,"남1, 여1",장애인1, , , , 
2112,서울특별시 광진구 영화사로 135,서울특별시 광진구 구의동 3-19,127.1,37.553,아차산생태공원,광진구,02-450-1375,공중,상시(연중 개방),공원,"남1, 여1",장애인1, , , , 
2113,서울특별시 광진구 아차산로73길 15,서울특별시 광진구 광장동 242-1,127.104,37.546,온달공원 공중화장실,광진구,02-450-1375,공중,상시(연중 개방),공원,"남1, 여1",장애인1, , , , 
2114,"서울특별시 성동구 마장로 137, 203동 (상왕십리동, 텐즈힐)",서울특별시 성동구 상왕십리동 811,127.0237143,37.5695048,텐즈힐상가(203동),성동구,02-2286-5526,민간개방1,07:00-23:00,빌딩,"남1,여1", , , , , 
2115,서울특별시 성동구 청계천로 484,서울특별시 성동구 하왕십리동 258,127.0307289,37.56933823,청계벽산상가 120동,성동구,02-2286-5526,민간개방1,상시,빌딩, , , , , , 
2116,서울특별시 성동구 청계천로 454,서울특별시 성동구 하왕십리동 291-9,127.0273744,37.57003504,청계로주유소,성동구,02-2286-5526,공중,상시,주유소및충전소, , , , , , 
2117,서울특별시 성동구 고산자로 303,서울특별시 성동구 마장동 573-1,127.0364839,37.56684011,정호주유소,성동구,02-2286-5526,공중,상시,주유소및충전소, ,손건조기2, , , , 
2118,서울특별시 성동구 왕십리로 339,서울특별시 성동구 하왕십리동 966-2,127.0320685,37.5629029,우인빌딩(왕십리클리닉),성동구,02-2286-5526,민간개방1,06:00-24:00,빌딩, , , , , , 
2119,서울특별시 은평구 통일로 684,서울특별시 은평구 녹번동 7,126.93495,37.60941,은평구시설관리공단 청사,은평구,02-350-5114,공공개방,"정시(09:00~18:00, 평일만)",공공청사, , , , , , 
2120,서울특별시 은평구 증산서길 89,서울특별시 은평구 증산동 187-19,126.9070212,37.58434105,증산동주민센터,은평구,02-351-5408,공공개방,"정시(09:00~18:00, 평일만)",공공청사,공용1,손건조기9, , , , 
2121,서울특별시 은평구 은평로2길 2,서울특별시 은평구 신사동 29-2,126.9118241,37.59782844,신사1동주민센터,은평구,02-351-5347,공공개방,"정시(09:00~18:00, 평일만)",공공청사,공용3,손건조기11, , , , 
2122,서울특별시 은평구 진흥로15길 10,서울특별시 은평구 불광동 613-1,126.9320517,37.61032771,불광제1동 주민센터,은평구,02-351-5034,공공개방,"정시(09:00~18:00, 평일만)",공공청사,여1,손건조기8, , , , 
2123,서울특별시 은평구 은평로 195,서울특별시 은평구 녹번동 87-1,126.9288639,37.60266792,은평구청 본관,은평구,02-351-6155,공공개방,"정시(09:00~18:00, 평일만)",공공청사,"남7, 여7",손건조기23, , , , 
2124,서울특별시 노원구 중계로6길 90,서울특별시 노원구 중계동 17-4,127.0879808,37.64435089,중계본동 쌈지마당,노원구,02-2116-3960,공중,상시,공원, , , , , , 
2125,서울특별시 노원구 동일로184길 38,서울특별시 노원구 공릉동 517-1,127.075708,37.62424181,공릉가로공원,노원구,02-2116-3960,공중,상시,공원, , , , , , 
2126,서울특별시 은평구 불광천길 410-17,서울특별시 은평구 응암동 583-22,126.9156475,37.59223445,응암3동 주민센터,은평구,02-351-5274,공공개방,"정시(09:00~18:00, 평일만)",공공청사, ,손건조기6, , , , 
2127,서울특별시 은평구 연서로 59,서울특별시 은평구 역촌동 62-26,126.9151739,37.60442182,역촌동주민센터,은평구,02-351-5306,공공개방,"정시(09:00~18:00, 평일만)",공공청사,공용1,손건조기2, , , , 
2128,서울특별시 은평구 연서로20길 24-3,서울특별시 은평구 대조동 214-7,126.9208053,37.61416445,대조동주민센터,은평구,02-351-5184,공공개방,"정시(09:00~18:00, 평일만)",공공청사,공용1,손건조기9, , , , 
2129,서울특별시 은평구 은평로 195,서울특별시 은평구 녹번동 87-1,126.9288639,37.60266792,녹번동주민센터,은평구,02-351-5006,공공개방,"정시(09:00~18:00, 평일만)",공공청사,공용1,손건조기6, , , , 
2130,서울특별시 은평구 은평로 195,서울특별시 은평구 녹번동 87-1,126.9288639,37.60266792,은평구 의회,은평구,02-351-6155,공공개방,"정시(09:00~18:00, 평일만)",공공청사,공용2,손건조기12, , , , 
2131,서울특별시 은평구 은평로 195,서울특별시 은평구 녹번동 87-1,126.9288639,37.60266792,은평구 보건소 청사,은평구,02-351-8154,공공개방,"정시(09:00~18:00, 평일만)",공공청사,여1,손건조기11, , , , 
2132, ,서울특별시 은평구 진관동  38-1,126.9056594,37.6487241,진관동 주민센터,은평구,02-351-5472,공공개방,"정시(09:00~18:00, 평일만)",공공청사,공용4,손건조기12, , , , 
2133,서울특별시 은평구 백련산로 179,서울특별시 은평구 응암동 96-3,126.9267619,37.60075676,응암1동 주민센터,은평구,02-351-5215,공공개방,"정시(09:00~18:00, 평일만)",공공청사,공용1,손건조기6, , , , 
2134,서울특별시 은평구 백련산로 100,서울특별시 은평구 응암동 229-13,126.9231047,37.59449916,응암2동 주민센터,은평구,02-351-5256,공공개방,"정시(09:00~18:00, 평일만)",공공청사, ,손건조기4, , , , 
2135,서울특별시 은평구 갈현로17길 10,서울특별시 은평구 구산동 27-5,126.9103475,37.61176248,구산동주민센터,은평구,02-351-5160,공공개방,"정시(09:00~18:00, 평일만)",공공청사,"공용1,여1",손건조기6, , , , 
2136,서울특별시 은평구 연서로 282,서울특별시 은평구 불광동 355-3,126.92574,37.62086,불광2동 주민센터,은평구,02-351-5070,공공개방,"정시(09:00~18:00, 평일만)",공공청사,공용1, , , , , 
2137,서울특별시 은평구 은평터널로 28,서울특별시 은평구 수색동 179-20,126.8975222,37.58417434,수색동주민센터,은평구,02-351-5245,공공개방,"정시(09:00~18:00, 평일만)",공공청사,공용1, , , , , 
2138,서울특별시 은평구 갈현로 301,서울특별시 은평구 갈현동 436-14,126.9167283,37.62367117,갈현1동주민센터,은평구,02-351-5095,공공개방,"정시(09:00~18:00, 평일만)",공공청사,공용2,손건조기8, , , , 
2139,서울특별시 은평구 연서로27길 31-6,서울특별시 은평구 갈현동 502-8,126.9158319,37.61859515,갈현2동주민센터,은평구,02-351-5129,공공개방,"정시(09:00~18:00, 평일만)",공공청사,"남1,여1",손건조기8, , , , 
2140,서울특별시 은평구 증산로15길 47,서울특별시 은평구 신사동 163-49,126.908392,37.59024765,신사2동주민센터,은평구,02-351-5365,공공개방,"정시(09:00~18:00, 평일만)",공공청사,"남5,여5",손건조기10, , , , 
2141,서울특별시 은평구 연서로22길 9-30,서울특별시 은평구 대조동 212,126.9199251,37.61542005,대조어린이공원,은평구,02-351-7565,공중,상시(연중 개방),공원,"남1,여1","기저귀교환대1,비상벨5,손건조기2", , , , 
2142,서울특별시 은평구 갈현로15길 39-1,서울특별시 은평구 구산동 171-4,126.9068007,37.6088054,구현초마을마당,은평구,02-351-7565,공중,상시(연중 개방),공원, ,"기저귀교환대1,손건조기2", , , , 
2143,서울특별시 은평구 연서로37가길 10-16,서울특별시 은평구 불광동 443-10,126.9262405,37.62531479,새장골어린이공원,은평구,02-351-7565,공중,상시(연중 개방),공원,"남1,여1","기저귀교환대1,손건조기2", , , , 
